Relative performance profile for SolverTime
Filter: gap <= 1% and not failed
              SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  gurobi  scip  virt. best  virt. worst
1.000000            4        1        7        0        3        1      4      33     0          53            0
1.009940            4        1        7        0        3        1      4      33     1          53            0
1.019980            4        1        7        0        3        1      5      33     1          53            0
1.030119            4        1        7        0        3        1      5      33     1          53            0
1.040359            4        1        7        0        3        1      5      33     1          53            0
1.050700            4        1        7        0        3        1      5      33     1          53            0
1.061145            4        1        7        0        3        1      5      33     1          53            0
1.071693            4        1        7        0        3        1      5      33     1          53            0
1.082346            4        1        7        0        3        1      5      33     1          53            0
1.093105            4        1        7        0        3        1      5      33     1          53            0
1.103971            4        1        7        0        3        1      5      33     1          53            0
1.114945            4        1        7        0        3        1      6      33     1          53            0
1.126029            4        1        7        0        3        1      6      34     1          53            0
1.137222            4        1        7        0        3        1      6      34     1          53            0
1.148526            4        1        8        0        3        1      6      34     1          53            0
1.159943            4        1        8        0        3        1      6      34     1          53            0
1.171474            4        1        8        0        3        1      7      34     1          53            0
1.183119            4        1        8        0        3        1      7      34     2          53            0
1.194879            4        1        8        0        3        2      7      34     2          53            0
1.206757            4        1        8        0        3        2      7      34     2          53            0
1.218753            4        2        9        0        3        3      7      34     2          53            0
1.230868            4        2        9        0        3        3      7      34     2          53            0
1.243103            4        2        9        0        3        3      7      34     2          53            0
1.255460            4        2       10        0        3        3      7      34     2          53            0
1.267940            4        2       11        0        3        3      7      34     2          53            0
1.280544            5        2       11        0        3        3      7      34     2          53            0
1.293273            5        2       11        0        3        3      7      34     3          53            0
1.306129            5        2       11        0        3        3      7      34     3          53            0
1.319113            5        2       11        0        3        3      7      34     3          53            0
1.332225            5        2       11        0        3        3      7      34     3          53            0
1.345468            5        2       11        0        3        3      8      34     3          53            0
1.358843            5        2       11        0        3        3      8      34     3          53            0
1.372350            5        2       11        0        3        3      8      34     3          53            0
1.385992            5        2       11        0        3        3      9      34     3          53            0
1.399770            5        2       12        0        3        3      9      34     3          53            0
1.413684            5        2       12        0        3        3      9      34     3          53            0
1.427737            5        2       12        0        3        3      9      34     3          53            0
1.441929            5        2       13        0        3        3     10      34     3          53            0
1.456263            5        2       13        0        3        3     10      34     3          53            0
1.470739            5        2       13        0        3        3     10      34     3          53            0
1.485358            5        2       14        0        4        3     10      34     3          53            0
1.500124            5        2       14        0        4        3     10      34     3          53            0
1.515036            5        2       14        0        4        3     10      34     3          53            0
1.530096            5        2       14        0        4        3     10      34     3          53            0
1.545306            5        2       14        0        4        3     10      35     3          53            0
1.560667            5        2       14        0        4        3     10      35     3          53            0
1.576181            5        3       14        0        4        3     11      35     3          53            0
1.591849            5        3       14        0        4        3     12      35     3          53            0
1.607672            5        3       14        0        4        3     12      35     3          53            0
1.623653            5        3       14        0        4        4     12      35     3          53            0
1.639793            5        4       14        0        4        4     12      35     3          53            0
1.656094            5        5       14        0        4        4     12      35     5          53            0
1.672556            5        5       14        1        4        4     12      35     5          53            0
1.689182            5        5       14        1        4        4     12      35     5          53            0
1.705973            5        5       14        1        4        4     12      35     5          53            0
1.722932            5        5       14        2        5        4     12      35     5          53            0
1.740058            5        5       14        2        5        4     12      35     5          53            0
1.757355            5        5       14        2        5        4     12      35     5          53            0
1.774824            5        5       14        2        5        4     12      35     5          53            0
1.792467            5        5       14        2        5        4     12      35     5          53            0
1.810285            5        5       14        3        5        4     12      35     6          53            0
1.828280            5        5       14        3        5        4     13      35     6          53            0
1.846454            5        5       14        4        5        4     13      35     6          53            0
1.864809            5        5       14        4        5        4     13      35     7          53            0
1.883346            5        5       14        4        5        4     13      35     7          53            0
1.902067            5        5       14        4        5        4     13      35     7          53            0
1.920975            5        5       14        4        5        4     13      36     7          53            0
1.940070            5        6       14        4        5        4     13      37     8          53            0
1.959355            5        6       14        4        5        4     14      37     8          53            0
1.978832            5        6       14        4        5        4     14      37     8          53            0
1.998503            5        6       14        4        5        4     14      37     8          53            0
2.018369            5        6       14        4        5        5     14      37     8          53            0
2.038432            5        6       14        4        5        5     14      37     8          53            0
2.058695            5        6       14        5        5        5     14      38     8          53            0
2.079160            5        6       14        5        5        5     15      38     8          53            0
2.099828            5        7       14        5        5        5     15      38     9          53            0
2.120701            6        7       14        6        5        5     15      38     9          53            0
2.141782            6        7       14        6        5        5     15      38     9          53            0
2.163072            6        7       14        6        5        5     15      38     9          53            0
2.184574            6        7       14        6        5        5     16      39     9          53            0
2.206290            6        7       14        6        5        5     16      39     9          53            0
2.228221            6        7       14        6        5        5     16      39     9          53            0
2.250371            6        7       14        6        6        5     16      39     9          53            0
2.272741            6        7       14        6        6        5     16      39     9          53            0
2.295333            6        7       14        6        6        5     16      39     9          53            0
