Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
               SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
1874.096975         15       20       27       21       24       28     25    13          35            6
1925.221055         15       20       27       21       24       28     25    13          35            6
1977.739765         15       20       27       21       24       28     25    13          35            6
2031.691150         15       20       27       21       24       28     25    13          35            6
2087.114291         15       20       27       21       24       28     26    14          35            6
2144.049338         15       20       27       21       24       28     26    14          35            6
2202.537534         15       20       27       21       24       28     26    14          35            6
2262.621247         15       20       27       21       24       28     26    14          35            6
2324.344003         15       20       27       21       24       28     26    14          35            6
2387.750514         15       20       27       21       24       28     26    14          35            6
2452.886711         15       20       27       21       24       28     26    14          35            6
2519.799778         15       20       27       21       24       28     26    14          35            6
2588.538188         15       20       27       21       24       28     26    14          35            6
2659.151735         15       20       27       21       24       28     26    14          35            6
2731.691571         15       20       27       21       24       28     26    14          35            6
2806.210244         15       20       27       21       24       28     26    14          35            6
2882.761735         15       20       27       21       24       28     26    14          35            6
2961.401498         15       20       27       21       24       28     26    14          35            6
3042.186501         15       20       27       21       24       28     26    14          35            6
3125.175262         15       20       27       21       24       28     26    14          35            6
3210.427900         15       20       27       21       24       28     26    14          35            6
3298.006172         15       20       27       21       24       28     26    14          35            6
3387.973519         15       20       27       21       24       28     26    14          35            6
3480.395113         15       20       27       21       24       28     26    14          35            6
3575.337905         15       20       27       21       24       28     26    14          35            6
3672.870672         15       20       27       21       24       28     26    14          35            6
3773.064065         15       20       27       21       24       28     26    14          35            6
3875.990666         15       20       27       21       24       28     26    14          35            6
3981.725033         15       20       27       21       24       28     26    14          35            6
4090.343762         15       20       27       21       24       28     26    14          35            6
4201.925535         15       20       27       21       24       28     26    14          35            6
4316.551182         15       20       27       21       24       28     26    14          35            6
4434.303738         15       20       27       21       24       28     26    14          35            6
4555.268503         15       20       27       21       24       28     26    14          35            6
4679.533105         15       20       27       21       24       28     26    14          35            6
4807.187559         15       20       27       21       24       28     26    14          35            6
4938.324339         15       20       27       21       24       28     26    14          35            6
5073.038441         15       20       27       21       24       28     26    14          35            6
5211.427451         15       20       27       21       24       28     26    14          35            6
5353.591618         15       20       27       21       24       28     26    14          35            6
5499.633926         15       20       27       21       24       28     26    14          35            6
5649.660169         15       20       27       21       24       28     26    14          35            6
5803.779024         15       20       27       21       24       28     26    14          35            6
5962.102136         15       20       27       21       24       28     26    14          35            6
6124.744194         15       20       27       21       24       28     26    15          35            6
6291.823016         15       20       27       21       24       28     26    15          35            6
6463.459633         15       20       27       21       24       28     26    15          35            6
6639.778380         15       20       27       21       24       28     26    15          35            6
6820.906981         15       20       27       21       24       28     26    15          35            6
7006.976646         15       20       27       21       24       28     26    15          35            6
7198.122164         15       20       27       21       24       28     26    15          35            6
7394.482001         15       20       27       21       24       28     27    16          35            7
7596.198400         15       20       27       21       24       28     27    16          35            7
7803.417483         15       20       27       21       24       28     27    16          35            7
8016.289361         15       20       27       21       24       28     28    17          35            7
8234.968238         15       20       27       21       24       28     28    17          35            7
8459.612525         15       20       27       21       24       28     28    17          35            7
8690.384953         15       20       27       21       24       28     28    17          35            7
8927.452696         15       20       27       21       24       28     28    17          35            7
9170.987483         15       20       27       21       24       28     28    17          35            7
9421.165733         15       20       27       21       24       28     28    17          35            7
9678.168674         15       20       27       21       24       28     28    17          35            7
9942.182479         15       20       27       21       24       28     28    17          35            7
10213.398400        15       20       27       21       24       28     28    17          35            7
10492.012904        15       20       27       21       24       28     28    17          35            7
10778.227822        15       20       27       21       24       28     28    17          35            7
11072.250486        15       20       27       21       24       28     28    17          35            7
11374.293887        15       20       27       21       24       28     28    17          35            7
11684.576825        15       20       27       21       24       28     28    17          35            7
12003.324068        15       20       27       21       24       28     28    17          35            7
12330.766518        15       20       27       21       24       28     28    17          35            7
12667.141373        15       20       27       21       24       28     28    17          35            7
13012.692303        15       20       27       21       24       28     28    17          35            7
13367.669626        15       20       27       21       24       28     28    17          35            7
13732.330487        15       20       27       21       24       28     28    17          35            7
14106.939047        15       20       27       21       24       28     28    17          35            7
14491.766670        15       20       27       21       24       28     28    17          35            7
14887.092128        15       20       27       21       24       28     28    17          35            7
15293.201793        15       20       27       21       24       28     28    17          35            7
15710.389851        15       20       27       21       24       28     28    17          35            7
16138.958513        15       20       27       21       24       28     28    18          35            7
16579.218234        15       20       27       21       24       28     28    18          35            7
17031.487939        15       20       27       21       24       28     28    18          35            7
17496.095251        15       20       27       21       24       28     28    18          35            7
17973.376732        15       20       27       21       24       28     28    18          35            7
18463.678125        15       20       27       21       24       28     28    18          35            7
18967.354603        15       20       27       21       24       28     28    18          35            7
19484.771031        15       20       27       21       24       28     28    18          35            7
20016.302223        15       20       27       21       24       28     28    18          35            7
20562.333222        15       20       27       21       24       28     28    18          35            7
21123.259573        15       20       27       21       24       28     28    18          35            7
