Absolute performance profile for SolverTime
Filter: gap <= 0.102% and not failed
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
290.298594       15       19       27       21       24       28     32    24          35            8
290.902086       15       19       27       21       24       28     32    24          35            8
291.505578       15       19       27       21       24       28     32    24          35            8
292.109070       15       19       27       21       24       28     32    24          35            8
292.712562       15       19       27       21       24       28     32    24          35            8
293.316054       15       19       27       21       24       28     32    24          35            8
293.919546       15       19       27       21       24       28     32    24          35            8
294.523038       15       19       27       21       24       28     32    24          35            8
295.126529       15       19       27       21       24       28     32    24          35            8
295.730021       15       19       27       21       24       28     32    24          35            8
296.333513       15       19       27       21       24       28     32    24          35            8
296.937005       15       19       27       21       24       28     32    24          35            8
297.540497       15       19       27       21       24       28     32    24          35            8
298.143989       15       19       27       21       24       28     32    24          35            8
298.747481       15       19       27       21       24       28     32    24          35            8
299.350973       15       19       27       21       24       28     32    24          35            8
299.954464       15       19       27       21       24       28     32    24          35            8
300.557956       15       19       27       21       24       28     32    24          35            8
301.161448       15       20       27       21       24       28     32    24          35            8
