Absolute performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  scip  virt. best  virt. worst
131.981523        6       11       18       11       12       18     19    14          23            3
132.612621        6       11       18       11       12       18     19    14          23            3
133.243719        6       11       18       11       12       18     19    14          23            3
133.874818        6       11       18       11       12       18     19    14          23            3
134.505916        6       11       18       11       12       18     19    14          23            3
135.137014        6       11       18       11       12       18     19    14          23            3
135.768112        6       11       18       11       12       18     19    14          23            3
136.399210        6       11       18       11       12       18     19    15          23            3
137.030309        6       11       18       11       12       18     19    15          23            3
137.661407        6       11       18       11       13       18     19    15          23            3
138.292505        6       11       18       11       13       18     19    15          23            3
138.923603        6       11       18       11       13       18     19    15          23            3
139.554701        6       11       18       11       13       18     19    15          23            3
140.185800        6       11       18       11       13       18     19    15          23            3
140.816898        6       11       18       11       13       18     19    15          23            3
141.447996        6       11       18       11       13       18     19    15          23            3
142.079094        6       11       18       11       13       18     19    15          23            3
142.710192        6       11       18       11       13       18     19    15          23            3
143.341291        6       11       18       11       13       18     19    15          23            3
143.972389        6       11       18       11       13       18     19    15          23            3
144.603487        6       11       18       11       13       18     19    15          23            3
145.234585        6       11       18       11       13       18     19    15          23            3
145.865683        6       11       18       11       13       18     19    15          23            3
146.496782        6       11       18       11       13       18     19    15          23            3
147.127880        6       11       18       11       13       18     19    15          23            3
147.758978        6       11       18       11       13       18     19    15          23            3
148.390076        6       11       18       11       13       18     19    15          23            3
149.021174        6       11       18       11       13       18     19    15          23            3
149.652273        6       11       18       11       13       18     19    15          23            3
150.283371        6       11       18       11       13       18     19    15          23            3
150.914469        6       11       18       11       13       18     19    15          23            3
151.545567        6       11       18       11       13       18     19    15          23            3
152.176665        6       11       18       11       13       18     19    15          23            3
152.807764        6       11       18       11       13       18     19    15          23            3
153.438862        6       11       18       11       13       18     19    15          23            3
154.069960        6       11       18       11       13       18     19    15          23            3
154.701058        6       11       18       11       13       18     19    15          23            3
155.332156        6       11       18       11       13       18     19    15          23            3
155.963255        6       11       18       11       13       18     19    15          23            3
156.594353        6       11       18       11       13       18     19    15          23            3
