Absolute performance profile for SolverTime
Filter: gap <= 10% and not failed
            SHOTcq0  SHOTcq1  SHOTcq2  SHOThq0  SHOThq1  SHOThq2  baron  gurobi  scip  virt. best  virt. worst
0.018000          0        0        0        0        0        0      0       1     0           1            0
0.948913          9       11       11        8        9       11     15      20    12          25            4
1.879826         11       12       11        9       12       12     18      24    14          29            6
2.810739         11       12       13       11       12       13     21      24    14          30            6
3.741652         13       13       15       11       12       13     22      26    14          34            6
4.672565         13       13       16       11       12       14     23      28    15          35            6
5.603477         13       14       17       13       13       15     23      29    15          36            6
6.534390         13       14       17       14       13       15     23      29    15          36            6
7.465303         13       14       17       14       16       15     23      29    15          38            6
8.396216         15       14       18       14       16       15     24      31    16          40            6
9.327129         16       14       18       14       16       16     24      32    16          41            6
10.258042        17       14       21       14       17       16     24      32    16          41            6
11.188955        17       14       22       14       17       17     26      33    17          41            6
12.119868        17       14       22       14       19       20     26      34    17          42            6
13.050781        17       16       23       14       20       20     26      35    17          44            6
13.981694        17       16       24       14       20       21     26      36    18          44            6
14.912607        17       17       24       15       20       21     28      36    18          44            6
15.843520        17       18       25       15       20       21     29      37    18          44            6
16.774432        17       19       25       17       20       22     29      37    19          44            6
17.705345        17       19       25       17       21       23     29      37    19          44            6
18.636258        17       20       25       17       21       23     30      38    19          45            6
19.567171        17       21       25       17       22       23     30      38    19          45            6
20.498084        17       21       25       17       22       23     30      38    19          45            6
21.428997        17       21       25       17       22       23     30      38    19          45            6
22.359910        17       21       25       17       22       23     30      38    19          45            6
23.290823        17       21       25       17       22       23     30      38    19          45            6
24.221736        17       21       25       17       22       23     30      38    19          45            6
25.152649        17       22       25       17       22       24     30      38    19          45            6
26.083562        17       22       25       17       22       25     30      38    19          45            6
27.014474        17       22       25       17       22       26     30      38    19          45            6
27.945387        17       22       25       17       22       26     30      38    19          45            6
28.876300        17       22       25       17       22       27     31      38    19          46            6
29.807213        17       22       25       17       23       28     31      38    19          46            6
30.738126        17       22       25       17       23       28     32      38    21          46            6
31.669039        17       22       25       17       23       28     32      38    21          46            6
32.599952        17       22       25       17       23       28     32      38    21          46            6
33.530865        17       22       25       17       23       28     32      38    21          46            6
34.461778        17       23       25       17       24       28     33      39    22          46            7
35.392691        17       23       26       17       24       28     33      39    22          46            7
36.323604        17       23       27       17       24       30     33      39    22          46            7
37.254517        17       23       27       17       24       31     33      39    22          46            7
38.185429        17       23       27       17       24       31     33      40    23          46            7
39.116342        17       23       27       17       25       31     34      40    23          46            7
40.047255        17       23       27       17       25       33     35      40    23          46            8
40.978168        17       23       28       17       25       33     35      40    23          46            8
41.909081        17       23       29       17       25       33     35      40    23          46            8
42.839994        17       23       29       17       25       33     35      40    23          46            8
43.770907        17       23       29       17       25       33     35      40    23          46            8
44.701820        17       23       30       17       25       33     35      40    24          47            8
45.632733        18       23       30       17       25       33     35      40    24          47            8
46.563646        18       23       30       17       25       33     35      40    24          47            8
47.494559        18       23       30       17       25       33     35      40    24          47            8
48.425471        18       23       30       17       26       33     35      40    24          47            8
49.356384        18       23       30       17       26       33     35      40    24          47            8
50.287297        18       23       31       17       27       33     35      40    24          47            8
51.218210        18       23       31       17       27       33     35      40    24          47            8
52.149123        18       24       31       17       27       34     35      40    24          47            8
53.080036        18       25       32       17       27       34     35      40    24          48            8
